序号,视频ID,视频标题,视频URL,发布时间,视频时长(s),作者昵称,作者ID,点赞数,收藏数,分享数,播放数,评论总数,层级,评论ID,评论内容,评论用户,评论用户ID,评论点赞数,回复数,评论时间,IP属地,回复目标用户
58,7469214648441556278,,,,,,,,,,,,L1,7469215631582577418,[赞][赞][赞],用户5975549681631,104235492456,1,0,2025-02-09 08:51:30,北京,
59,7469214648441556278,,,,,,,,,,,,L1,7469359837790356275,单依纯[666][666],零碎记忆,69512689377,3,0,2025-02-09 18:11:04,广东,
60,7469214648441556278,,,,,,,,,,,,L1,7469435669711602490,单依纯[赞][赞][赞],睡大觉,64360827416,0,0,2025-02-09 23:05:18,广西,
61,7469214648441556278,,,,,,,,,,,,L1,7469215809534542644,[玫瑰][玫瑰][玫瑰][比心][比心][比心],初见·花开,3249812230127464,0,0,2025-02-09 08:52:13,河南,
62,7469214648441556278,,,,,,,,,,,,L1,7469248574409179916,好听,芋圆4号,3866320858266991,0,0,2025-02-09 10:59:17,陕西,
63,7469214648441556278,,,,,,,,,,,,L1,7469220483524543291,[赞][赞][赞],一只遨游的红鲤鱼,2185469033975213,0,0,2025-02-09 09:10:17,广东,
64,7469214648441556278,,,,,,,,,,,,L1,7469216171754783546,[感谢][感谢][感谢][比心][比心][比心],•白云•,641713873894173,0,0,2025-02-09 08:53:33,湖南,
65,7469214648441556278,,,,,,,,,,,,L1,7469239634087248699,[赞][赞][赞],用户7783986669193袁，长字辈,1003176687829080,0,0,2025-02-09 10:24:36,重庆,
66,7469214648441556278,,,,,,,,,,,,L1,7471153744320135993,单依纯好棒[赞],阿亮,2902300889202158,0,0,2025-02-14 14:12:19,浙江,
67,7469214648441556278,,,,,,,,,,,,L1,7469698139478950665,[赞][赞][赞][赞],菊花,4146970513116040,0,0,2025-02-10 16:03:52,河南,
68,7469214648441556278,,,,,,,,,,,,L1,7469259566682260276,[比心][比心][比心],随綠,2788016243885319,0,0,2025-02-09 11:41:59,山西,
69,7469214648441556278,,,,,,,,,,,,L2,7469234531330163514,东北黑龙江省哈尔滨市,试错,66237737732,11,0,2025-02-09 10:04:47,辽宁,
70,7469214648441556278,,,,,,,,,,,,L2,7469409643351360282,很早就上线了 尔滨的雪,小杜,85262650129,3,0,2025-02-09 21:24:19,黑龙江,
71,7469214648441556278,,,,,,,,,,,,L2,7469428010502357819,那音频糊的跟几个世纪前的一样[尬笑],牛杂,4086250923637453,1,0,2025-02-09 22:35:35,广东,
72,7469214648441556278,,,,,,,,,,,,L1,7469354700295455551,单依纯[比心][比心][比心],小晶子,4015872096878397,3,0,2025-02-09 17:51:07,四川,
73,7469214648441556278,,,,,,,,,,,,L1,7469447944694055680,单依纯 [比心],灵灵后单单姐,3747556948972247,0,0,2025-02-10 00:43:31,浙江,
74,7469214648441556278,,,,,,,,,,,,L1,7469258442784998153,冬亚会加油[赞][赞][赞][赞],橙黄橘绿时,93068899845,0,0,2025-02-09 11:37:37,浙江,
75,7469214648441556278,,,,,,,,,,,,L1,7469226071361389371,[赞][赞][赞],远去的背影,6658518203,0,0,2025-02-09 09:31:59,吉林,
76,7469214648441556278,,,,,,,,,,,,L1,7469223965882467083,那边人不错,聚宝天尊  Ashley,1950954005997803,0,1,2025-02-09 09:23:49,四川,
77,7469214648441556278,,,,,,,,,,,,L1,7469563224574657320,[赞][赞][赞][赞][赞][赞],勤学,2119481706427704,0,0,2025-02-10 07:20:31,江苏,
78,7469214648441556278,,,,,,,,,,,,L1,7469253227730731776,[赞][赞][赞][鼓掌][鼓掌][鼓掌],朵朵,3210219400990920,0,0,2025-02-09 11:17:26,广东,
79,7469214648441556278,,,,,,,,,,,,L1,7469257987551839033,[大笑][大笑],淡诺的糖,95088714715,0,0,2025-02-09 11:35:48,湖南,
80,7469214648441556278,,,,,,,,,,,,L1,7469216413132555060,[赞][赞][赞],🍃小叶,52869021890,0,0,2025-02-09 08:54:34,河南,
81,7469214648441556278,,,,,,,,,,,,L1,7469642390211789622,[玫瑰][玫瑰][玫瑰],季子花,111473611737,0,0,2025-02-10 12:27:30,浙江,
82,7469214648441556278,,,,,,,,,,,,L1,7469409318213042971,单依纯,爱羽神,8474006651,1,0,2025-02-09 21:23:05,吉林,
83,7469214648441556278,,,,,,,,,,,,L1,7469270120822080314,[赞][赞][赞][赞],happy&peace,1362990679735423,0,0,2025-02-09 12:22:53,山东,
84,7469214648441556278,,,,,,,,,,,,L1,7469354293284356922,[爱心],柴大姐,2884737465325799,0,0,2025-02-09 17:49:30,安徽,
85,7469214648441556278,,,,,,,,,,,,L1,7469249876698874663,[赞][赞][赞],华软文化集团有限公司,3280591685950157,0,0,2025-02-09 11:04:23,广东,
86,7469214648441556278,,,,,,,,,,,,L1,7469270859892835122,[玫瑰][玫瑰][玫瑰],少数民族风情,4208550721356124,0,0,2025-02-09 12:25:50,贵州,
